//CityHouses
70,000
85,000
105,000
130,000
170,000
220,000
300,000
370,000
475,000
//Apartments
55,000
68,000
78,000
92,000
110,000
135,000
180,000
230,000
350,000
//SuburbanHouses
75,000
88,000
102,000
120,000
150,000
195,000
260,000
320,000
450,000
//Condominiums
60,000
72,000
87,000
105,000
130,000
160,000
210,000
260,000
375,000
